:ID,:LABEL,agent_code,agent_name,agency_name,agent_type,license_number,license_state,license_lines,designation,years_experience,hire_date,active_policies_count,ytd_premium_written,commission_rate_pct,ytd_commission_earned,retention_rate_pct,claims_ratio_pct,new_business_count_ytd,e_and_o_insurance,phone,email,office_address,certifications,performance_tier,fraud_referral_count_ytd,last_training_date,supervisor_name
AGT-1960,Agent,AGT-1960,Kevin Delgado,Heartland Insurance Services,Independent,LIC-OH-391357,OH,All Lines,None,27,12/01/1988,162,290031.1,10.1,73911.04,72.5,43.9,74,Yes,(269) 927-4600,kevin.delgado@heartlandinsura.com,"2821 Business Park Dr, OH",Cyber Liability Cert|Life & Health Licensed,Gold,9,1/01/2014,District Manager A
AGT-4256,Agent,AGT-4256,Nancy Okafor,Lakefront Coverage Group,Captive,LIC-IN-982447,IN,All Lines,LUTCF,4,1/01/2011,74,642609.47,8.5,23526.79,82.1,83.7,45,Yes,(436) 227-7317,nancy.okafor@lakefrontcovera.com,"4171 Business Park Dr, IN",,Silver,8,3/01/2014,Branch Director C
AGT-5907,Agent,AGT-5907,David Patel,Lakefront Coverage Group,Captive,LIC-IL-919763,IL,Home,CLU,27,1/01/1988,17,389231.56,15.1,57901.84,73.9,73.8,58,Yes,(502) 687-7470,david.patel@lakefrontcovera.com,"1670 Business Park Dr, IL",Cyber Liability Cert,Bronze,8,7/01/2014,Branch Director C
AGT-9679,Agent,AGT-9679,Nancy Fitzgerald,Lakefront Coverage Group,Captive,LIC-IN-226580,IN,Auto,CIC,6,2/01/2009,135,50773.05,9.1,8592.58,87.8,74.5,25,Yes,(651) 840-2871,nancy.fitzgerald@lakefrontcovera.com,"5539 Business Park Dr, IN",Life & Health Licensed|Commercial Lines Cert,Silver,3,4/01/2014,District Manager A
AGT-6999,Agent,AGT-6999,James Delgado,Midwest Auto Insurance Agency,Captive,LIC-IN-782140,IN,All Lines,CLU,8,11/01/2007,212,99733.32,17.9,53963.21,77.7,51.1,68,Yes,(688) 797-6730,james.delgado@midwestautoinsu.com,"971 Business Park Dr, IN",Life & Health Licensed|Cyber Liability Cert,Bronze,4,5/01/2014,District Manager A
AGT-8647,Agent,AGT-8647,Brian Yamamoto,Lakefront Coverage Group,Independent,LIC-IN-164711,IN,Auto,CIC,29,7/01/1986,185,616380.41,18.0,30688.82,82.9,59.0,35,Yes,(389) 640-2885,brian.yamamoto@lakefrontcovera.com,"5617 Business Park Dr, IN",Cyber Liability Cert|Life & Health Licensed,Gold,7,11/01/2014,District Manager A
AGT-2964,Agent,AGT-2964,Thomas Ashworth,Heartland Insurance Services,Broker,LIC-OH-401343,OH,Auto,CIC,18,5/01/1997,137,239916.23,14.5,34955.77,96.9,72.3,9,Yes,(406) 321-4346,thomas.ashworth@heartlandinsura.com,"2306 Business Park Dr, OH",Cyber Liability Cert|Commercial Lines Cert,Silver,1,8/01/2014,Regional VP B
AGT-6841,Agent,AGT-6841,Brian Callahan,Tri-State Coverage Associates,Independent,LIC-IN-593690,IN,Life,CIC,27,9/01/1988,58,251716.76,14.8,47343.51,95.8,79.1,61,Yes,(354) 502-2840,brian.callahan@tri-statecovera.com,"3550 Business Park Dr, IN",,Silver,2,8/01/2014,Branch Director C
AGT-9386,Agent,AGT-9386,Sandra Bergman,Lakefront Coverage Group,Captive,LIC-IL-189464,IL,Home,ChFC,26,2/01/1989,164,419422.45,10.9,29125.67,89.3,82.6,31,No,(660) 625-5600,sandra.bergman@lakefrontcovera.com,"684 Business Park Dr, IL",Cyber Liability Cert,Gold,9,6/01/2014,Branch Director C
AGT-3171,Agent,AGT-3171,Thomas Sullivan,Central Midwest Agency,Independent,LIC-IL-283139,IL,Life,ChFC,7,5/01/2008,203,328343.35,17.5,55403.98,87.8,80.5,79,Yes,(634) 722-1175,thomas.sullivan@centralmidwesta.com,"7735 Business Park Dr, IL",Life & Health Licensed,Bronze,0,6/01/2014,Regional VP B
AGT-1005,Agent,AGT-1005,James Ashworth,Heartland Insurance Services,Broker,LIC-OH-158207,OH,Commercial,CIC,4,7/01/2011,44,467092.81,14.5,54796.66,89.6,87.4,22,Yes,(630) 455-4717,james.ashworth@heartlandinsura.com,"8657 Business Park Dr, OH",,Platinum,7,10/01/2014,Regional VP B
AGT-4847,Agent,AGT-4847,James Callahan,Midwest Auto Insurance Agency,Captive,LIC-IL-670144,IL,All Lines,CPCU,16,9/01/1999,134,339754.72,13.2,35523.15,88.0,70.9,6,Yes,(658) 743-7410,james.callahan@midwestautoinsu.com,"7715 Business Park Dr, IL",Anti-Fraud Certified|Commercial Lines Cert,Gold,9,4/01/2014,Regional VP B
AGT-5932,Agent,AGT-5932,Robert Delgado,Heartland Insurance Services,Captive,LIC-OH-785351,OH,Home,None,3,5/01/2012,40,727672.17,12.1,40971.58,75.2,61.7,19,Yes,(972) 460-5075,robert.delgado@heartlandinsura.com,"4677 Business Park Dr, OH",Commercial Lines Cert,Silver,3,8/01/2014,District Manager A
AGT-8817,Agent,AGT-8817,Maria Callahan,Prairie State Insurance Partners,Broker,LIC-IN-594628,IN,Life,ChFC,26,9/01/1989,201,544066.86,14.5,29939.78,97.4,86.3,58,Yes,(922) 336-2890,maria.callahan@prairiestateins.com,"7732 Business Park Dr, IN",Anti-Fraud Certified|Commercial Lines Cert,Gold,5,12/01/2014,Branch Director C
AGT-8909,Agent,AGT-8909,Brian Kowalski,Central Midwest Agency,Captive,LIC-IL-139355,IL,Commercial,None,1,2/01/2014,203,581996.45,14.1,37486.49,71.8,82.8,44,Yes,(690) 422-6355,brian.kowalski@centralmidwesta.com,"8140 Business Park Dr, IL",,Platinum,3,8/01/2014,Branch Director C
AGT-2153,Agent,AGT-2153,Thomas Ramirez,Prairie State Insurance Partners,Independent,LIC-OH-468653,OH,All Lines,None,21,5/01/1994,193,757552.09,11.5,36829.93,94.3,43.6,15,Yes,(703) 243-5610,thomas.ramirez@prairiestateins.com,"821 Business Park Dr, OH",Anti-Fraud Certified,Platinum,10,1/01/2014,Branch Director C
AGT-2663,Agent,AGT-2663,Maria Nguyen,Heartland Insurance Services,Independent,LIC-IL-319452,IL,Life,None,15,6/01/2000,101,216839.4,17.8,14108.76,96.8,72.8,5,Yes,(404) 589-1698,maria.nguyen@heartlandinsura.com,"5781 Business Park Dr, IL",,Gold,7,10/01/2014,District Manager A
AGT-3127,Agent,AGT-3127,Patricia Morrison,Tri-State Coverage Associates,Independent,LIC-IN-851271,IN,Auto,CIC,26,9/01/1989,101,768582.56,14.3,46150.91,86.7,67.7,67,Yes,(838) 288-8404,patricia.morrison@tri-statecovera.com,"2114 Business Park Dr, IN",Life & Health Licensed,Silver,6,3/01/2014,Branch Director C
AGT-7191,Agent,AGT-7191,Thomas Morrison,Tri-State Coverage Associates,Captive,LIC-OH-493862,OH,Auto,CIC,17,1/01/1998,223,320558.8,12.2,34254.89,96.4,78.8,43,Yes,(642) 264-7071,thomas.morrison@tri-statecovera.com,"6448 Business Park Dr, OH",,Silver,2,10/01/2014,Branch Director C
AGT-7362,Agent,AGT-7362,Angela Morrison,Central Midwest Agency,Broker,LIC-OH-500648,OH,Life,LUTCF,1,5/01/2014,94,311884.5,17.5,66664.12,74.6,58.6,45,Yes,(487) 711-9419,angela.morrison@centralmidwesta.com,"527 Business Park Dr, OH",,Silver,0,8/01/2014,Branch Director C
AGT-7078,Agent,AGT-7078,Brian Kowalski,Tri-State Coverage Associates,Independent,LIC-OH-314124,OH,Commercial,LUTCF,17,1/01/1998,54,755571.21,17.4,65082.71,80.7,64.8,15,Yes,(559) 869-6151,brian.kowalski@tri-statecovera.com,"2331 Business Park Dr, OH",Commercial Lines Cert|Anti-Fraud Certified,Platinum,0,3/01/2014,District Manager A
AGT-6452,Agent,AGT-6452,David Patel,Lakefront Coverage Group,Captive,LIC-OH-893953,OH,Auto,LUTCF,6,10/01/2009,131,350643.09,12.5,33722.92,95.0,44.8,65,Yes,(317) 967-4521,david.patel@lakefrontcovera.com,"814 Business Park Dr, OH",Commercial Lines Cert,Gold,10,3/01/2014,Regional VP B
AGT-8901,Agent,AGT-8901,Robert Delgado,Prairie State Insurance Partners,Independent,LIC-OH-846487,OH,Auto,ChFC,24,6/01/1991,230,351136.18,8.6,31951.29,81.1,84.6,61,Yes,(673) 794-2175,robert.delgado@prairiestateins.com,"4732 Business Park Dr, OH",,Silver,4,4/01/2014,Branch Director C
AGT-2588,Agent,AGT-2588,Thomas Ramirez,Midwest Auto Insurance Agency,Broker,LIC-IL-666778,IL,Commercial,LUTCF,26,9/01/1989,106,113446.01,12.4,14676.28,88.2,66.0,18,Yes,(348) 874-6571,thomas.ramirez@midwestautoinsu.com,"1686 Business Park Dr, IL",,Bronze,5,11/01/2014,Regional VP B
AGT-5357,Agent,AGT-5357,David Delgado,Central Midwest Agency,Broker,LIC-OH-589976,OH,Home,CLU,3,6/01/2012,231,389120.04,12.9,6757.25,95.7,84.0,24,Yes,(847) 864-4201,david.delgado@centralmidwesta.com,"8166 Business Park Dr, OH",Anti-Fraud Certified|Commercial Lines Cert,Gold,4,2/01/2014,District Manager A
AGT-9938,Agent,AGT-9938,Robert Ramirez,Midwest Auto Insurance Agency,Captive,LIC-IL-303932,IL,All Lines,None,21,7/01/1994,35,672332.95,8.6,22870.6,76.1,61.0,75,Yes,(413) 508-6206,robert.ramirez@midwestautoinsu.com,"4462 Business Park Dr, IL",Anti-Fraud Certified,Gold,6,8/01/2014,Regional VP B
AGT-2671,Agent,AGT-2671,Sandra Yamamoto,Heartland Insurance Services,Broker,LIC-OH-245944,OH,Home,ChFC,9,11/01/2006,151,522963.2,13.2,18696.61,87.4,51.7,75,Yes,(470) 821-3786,sandra.yamamoto@heartlandinsura.com,"4389 Business Park Dr, OH",Life & Health Licensed,Gold,1,12/01/2014,Branch Director C
AGT-9166,Agent,AGT-9166,Sandra Yamamoto,Prairie State Insurance Partners,Independent,LIC-OH-134552,OH,Life,None,27,7/01/1988,80,779505.52,13.8,46664.31,82.5,74.8,36,Yes,(625) 432-3434,sandra.yamamoto@prairiestateins.com,"6252 Business Park Dr, OH",Life & Health Licensed|Commercial Lines Cert,Gold,5,5/01/2014,District Manager A
AGT-9040,Agent,AGT-9040,Kevin Ashworth,Midwest Auto Insurance Agency,Broker,LIC-IL-900876,IL,Commercial,CPCU,11,7/01/2004,31,74997.66,16.3,17264.07,74.4,68.2,12,Yes,(413) 778-3245,kevin.ashworth@midwestautoinsu.com,"8570 Business Park Dr, IL",,Platinum,6,2/01/2014,Branch Director C
AGT-9782,Agent,AGT-9782,Angela Delgado,Prairie State Insurance Partners,Broker,LIC-OH-540885,OH,Life,CPCU,13,2/01/2002,180,200281.94,17.1,30162.5,97.3,55.9,16,Yes,(727) 344-4088,angela.delgado@prairiestateins.com,"1746 Business Park Dr, OH",Commercial Lines Cert,Silver,0,3/01/2014,Branch Director C
AGT-2831,Agent,AGT-2831,Michael Callahan,Midwest Auto Insurance Agency,Broker,LIC-IN-401109,IN,Commercial,None,9,11/01/2006,131,356167.88,13.8,16698.49,73.3,88.1,77,Yes,(777) 801-1337,michael.callahan@midwestautoinsu.com,"1633 Business Park Dr, IN",Anti-Fraud Certified|Cyber Liability Cert,Gold,2,1/01/2014,Regional VP B
AGT-7790,Agent,AGT-7790,Lisa Nguyen,Midwest Auto Insurance Agency,Broker,LIC-IL-393109,IL,Life,None,6,4/01/2009,146,791787.9,15.1,12139.23,76.5,77.5,52,Yes,(469) 800-1678,lisa.nguyen@midwestautoinsu.com,"2782 Business Park Dr, IL",,Silver,10,9/01/2014,Regional VP B
AGT-5084,Agent,AGT-5084,Kevin Patel,Tri-State Coverage Associates,Independent,LIC-IL-466107,IL,Auto,None,20,11/01/1995,46,735455.98,9.1,64850.28,90.5,86.0,56,Yes,(574) 410-1711,kevin.patel@tri-statecovera.com,"1899 Business Park Dr, IL",Cyber Liability Cert|Anti-Fraud Certified,Platinum,0,1/01/2014,District Manager A
AGT-2390,Agent,AGT-2390,Brian Ashworth,Lakefront Coverage Group,Independent,LIC-IN-913202,IN,Commercial,CLU,4,1/01/2011,223,586939.83,10.2,35822.59,71.5,79.5,28,Yes,(726) 701-9044,brian.ashworth@lakefrontcovera.com,"3344 Business Park Dr, IN",Life & Health Licensed,Platinum,3,2/01/2014,Regional VP B
AGT-6119,Agent,AGT-6119,Nancy Delgado,Lakefront Coverage Group,Captive,LIC-OH-116721,OH,Commercial,ChFC,6,5/01/2009,52,716925.94,17.2,40751.67,94.1,72.8,31,Yes,(660) 561-6969,nancy.delgado@lakefrontcovera.com,"7372 Business Park Dr, OH",Anti-Fraud Certified|Life & Health Licensed,Silver,1,8/01/2014,District Manager A
AGT-4744,Agent,AGT-4744,Karen Nguyen,Midwest Auto Insurance Agency,Independent,LIC-IN-942062,IN,Commercial,ChFC,8,1/01/2007,79,254697.55,8.6,66108.9,83.7,78.5,20,Yes,(893) 883-7629,karen.nguyen@midwestautoinsu.com,"7022 Business Park Dr, IN",,Platinum,2,11/01/2014,Regional VP B
AGT-9075,Agent,AGT-9075,Patricia Callahan,Tri-State Coverage Associates,Broker,LIC-OH-586744,OH,Auto,None,22,10/01/1993,99,315591.79,9.4,21414.98,73.9,58.6,20,Yes,(204) 370-9276,patricia.callahan@tri-statecovera.com,"7716 Business Park Dr, OH",,Bronze,5,2/01/2014,District Manager A
AGT-9942,Agent,AGT-9942,James Callahan,Central Midwest Agency,Captive,LIC-IL-709115,IL,Home,CLU,20,6/01/1995,235,366727.55,15.0,19667.11,91.0,69.8,44,Yes,(207) 755-9481,james.callahan@centralmidwesta.com,"7091 Business Park Dr, IL",Life & Health Licensed,Silver,7,4/01/2014,Regional VP B
AGT-5051,Agent,AGT-5051,James Kowalski,Lakefront Coverage Group,Independent,LIC-IL-370052,IL,Commercial,None,13,4/01/2002,219,716911.33,17.7,22148.16,96.3,84.7,77,Yes,(937) 292-7019,james.kowalski@lakefrontcovera.com,"6319 Business Park Dr, IL",,Bronze,3,2/01/2014,Regional VP B
AGT-9274,Agent,AGT-9274,Thomas Okafor,Central Midwest Agency,Broker,LIC-IL-706920,IL,Home,ChFC,10,8/01/2005,13,332953.66,11.3,10574.46,76.8,64.6,49,Yes,(742) 439-9378,thomas.okafor@centralmidwesta.com,"4939 Business Park Dr, IL",,Bronze,1,6/01/2014,District Manager A
AGT-4266,Agent,AGT-4266,Lisa Morrison,Lakefront Coverage Group,Independent,LIC-IN-395226,IN,All Lines,None,9,3/01/2006,12,507526.37,11.7,30429.64,96.4,54.3,28,Yes,(460) 336-8631,lisa.morrison@lakefrontcovera.com,"3487 Business Park Dr, IN",Life & Health Licensed|Anti-Fraud Certified,Gold,9,9/01/2014,Regional VP B
AGT-1758,Agent,AGT-1758,Angela Ashworth,Lakefront Coverage Group,Independent,LIC-IN-979820,IN,Home,CPCU,22,11/01/1993,115,626760.27,16.2,48105.89,88.3,79.9,80,Yes,(351) 244-6024,angela.ashworth@lakefrontcovera.com,"5549 Business Park Dr, IN",Commercial Lines Cert,Gold,10,2/01/2014,Branch Director C
AGT-1479,Agent,AGT-1479,Robert Ramirez,Tri-State Coverage Associates,Broker,LIC-OH-884843,OH,Home,CIC,26,4/01/1989,165,622243.22,15.7,55272.35,92.3,69.6,24,Yes,(267) 508-8653,robert.ramirez@tri-statecovera.com,"6711 Business Park Dr, OH",Commercial Lines Cert|Cyber Liability Cert,Silver,5,12/01/2014,Regional VP B
AGT-8284,Agent,AGT-8284,Lisa Kowalski,Lakefront Coverage Group,Captive,LIC-IL-939029,IL,Commercial,CPCU,11,12/01/2004,240,175455.91,8.8,50763.12,75.5,81.6,54,Yes,(876) 880-2785,lisa.kowalski@lakefrontcovera.com,"6700 Business Park Dr, IL",Anti-Fraud Certified|Cyber Liability Cert,Platinum,3,1/01/2014,Branch Director C
AGT-5417,Agent,AGT-5417,Sandra Ashworth,Midwest Auto Insurance Agency,Captive,LIC-IL-973828,IL,All Lines,CLU,29,10/01/1986,68,83929.55,10.2,41803.19,79.3,57.2,18,Yes,(460) 968-3572,sandra.ashworth@midwestautoinsu.com,"7770 Business Park Dr, IL",Cyber Liability Cert|Life & Health Licensed,Silver,6,1/01/2014,Regional VP B
AGT-3864,Agent,AGT-3864,Lisa Nguyen,Prairie State Insurance Partners,Broker,LIC-OH-251432,OH,Commercial,LUTCF,19,5/01/1996,141,370303.0,14.6,64356.9,80.6,80.0,60,Yes,(575) 700-7820,lisa.nguyen@prairiestateins.com,"653 Business Park Dr, OH",,Gold,6,6/01/2014,Regional VP B
AGT-7175,Agent,AGT-7175,Michael Morrison,Heartland Insurance Services,Broker,LIC-IN-638732,IN,Life,LUTCF,30,12/01/1985,155,227658.73,8.2,65286.05,95.8,86.0,59,Yes,(376) 310-1867,michael.morrison@heartlandinsura.com,"3407 Business Park Dr, IN",Anti-Fraud Certified,Gold,7,3/01/2014,Regional VP B
AGT-9091,Agent,AGT-9091,Karen Ashworth,Heartland Insurance Services,Broker,LIC-OH-893320,OH,Commercial,LUTCF,26,8/01/1989,157,421190.17,8.3,17147.32,79.1,67.7,47,Yes,(739) 336-1107,karen.ashworth@heartlandinsura.com,"9874 Business Park Dr, OH",Cyber Liability Cert,Bronze,6,10/01/2014,District Manager A
AGT-8845,Agent,AGT-8845,David Sullivan,Tri-State Coverage Associates,Broker,LIC-OH-437080,OH,Commercial,ChFC,11,6/01/2004,249,538042.41,10.5,45901.41,72.0,40.4,73,Yes,(993) 251-2230,david.sullivan@tri-statecovera.com,"8216 Business Park Dr, OH",Commercial Lines Cert,Silver,2,5/01/2014,Branch Director C
AGT-2892,Agent,AGT-2892,Patricia Yamamoto,Lakefront Coverage Group,Independent,LIC-OH-159672,OH,Life,CLU,8,12/01/2007,178,512906.7,17.2,18123.5,92.4,67.4,35,Yes,(275) 930-1805,patricia.yamamoto@lakefrontcovera.com,"6889 Business Park Dr, OH",Cyber Liability Cert,Gold,2,9/01/2014,Regional VP B
AGT-1853,Agent,AGT-1853,Michael Patel,Lakefront Coverage Group,Independent,LIC-IL-856311,IL,Life,CLU,20,5/01/1995,129,72737.2,10.7,55561.73,89.4,48.5,25,Yes,(326) 990-6111,michael.patel@lakefrontcovera.com,"425 Business Park Dr, IL",Anti-Fraud Certified|Commercial Lines Cert,Silver,10,9/01/2014,Regional VP B
AGT-8782,Agent,AGT-8782,Lisa Patel,Prairie State Insurance Partners,Captive,LIC-IN-639762,IN,Auto,CIC,14,1/01/2001,74,232385.65,9.5,49394.01,74.1,79.9,32,Yes,(906) 990-8384,lisa.patel@prairiestateins.com,"3481 Business Park Dr, IN",Cyber Liability Cert|Commercial Lines Cert,Bronze,2,7/01/2014,District Manager A
AGT-4023,Agent,AGT-4023,Lisa Callahan,Lakefront Coverage Group,Independent,LIC-OH-226563,OH,Life,None,22,9/01/1993,173,323926.08,9.4,36756.9,70.7,69.6,37,Yes,(387) 245-4091,lisa.callahan@lakefrontcovera.com,"9663 Business Park Dr, OH",,Platinum,6,2/01/2014,Regional VP B
AGT-4970,Agent,AGT-4970,Sandra Morrison,Heartland Insurance Services,Captive,LIC-IN-210778,IN,Commercial,ChFC,5,6/01/2010,16,371786.58,10.3,70364.34,71.8,84.3,54,Yes,(230) 864-1583,sandra.morrison@heartlandinsura.com,"2837 Business Park Dr, IN",,Silver,5,5/01/2014,Branch Director C
AGT-2655,Agent,AGT-2655,Lisa Delgado,Prairie State Insurance Partners,Captive,LIC-IN-572631,IN,All Lines,ChFC,24,6/01/1991,108,283261.47,9.9,48932.98,73.6,81.1,22,Yes,(492) 899-9526,lisa.delgado@prairiestateins.com,"6781 Business Park Dr, IN",,Bronze,5,6/01/2014,Branch Director C
AGT-9643,Agent,AGT-9643,Thomas Okafor,Central Midwest Agency,Captive,LIC-OH-221474,OH,Auto,LUTCF,16,10/01/1999,141,341683.04,9.8,9993.3,88.6,70.3,23,Yes,(349) 489-3803,thomas.okafor@centralmidwesta.com,"7657 Business Park Dr, OH",Cyber Liability Cert|Life & Health Licensed,Gold,5,3/01/2014,Branch Director C
AGT-9026,Agent,AGT-9026,Sandra Delgado,Prairie State Insurance Partners,Captive,LIC-IL-131458,IL,Commercial,ChFC,7,8/01/2008,157,455575.29,9.9,72547.14,90.1,44.6,29,Yes,(854) 740-9153,sandra.delgado@prairiestateins.com,"1364 Business Park Dr, IL",Life & Health Licensed|Commercial Lines Cert,Silver,2,3/01/2014,District Manager A
AGT-9657,Agent,AGT-9657,Kevin Ramirez,Heartland Insurance Services,Captive,LIC-IL-181091,IL,All Lines,ChFC,13,2/01/2002,39,69390.04,16.6,13105.1,91.6,47.4,60,Yes,(496) 940-3534,kevin.ramirez@heartlandinsura.com,"8579 Business Park Dr, IL",,Bronze,6,1/01/2014,Branch Director C
AGT-2557,Agent,AGT-2557,Thomas Sullivan,Midwest Auto Insurance Agency,Captive,LIC-IN-968219,IN,Life,ChFC,7,8/01/2008,24,91286.64,10.0,19758.28,73.2,54.5,47,Yes,(468) 738-1914,thomas.sullivan@midwestautoinsu.com,"9236 Business Park Dr, IN",Life & Health Licensed,Platinum,0,2/01/2014,Regional VP B
AGT-4324,Agent,AGT-4324,Robert Bergman,Central Midwest Agency,Captive,LIC-IL-314354,IL,Commercial,None,2,3/01/2013,118,556486.84,16.0,33622.35,85.3,58.1,62,Yes,(672) 788-5749,robert.bergman@centralmidwesta.com,"5737 Business Park Dr, IL",Anti-Fraud Certified,Silver,3,10/01/2014,Regional VP B
AGT-4227,Agent,AGT-4227,Patricia Patel,Prairie State Insurance Partners,Broker,LIC-IL-549961,IL,Commercial,CIC,21,8/01/1994,126,276755.93,11.5,17874.44,80.1,76.4,18,Yes,(504) 999-3245,patricia.patel@prairiestateins.com,"2181 Business Park Dr, IL",Commercial Lines Cert,Silver,1,3/01/2014,Branch Director C
AGT-5633,Agent,AGT-5633,Angela Kowalski,Lakefront Coverage Group,Independent,LIC-IL-797071,IL,All Lines,LUTCF,11,5/01/2004,227,383258.14,12.0,58535.93,93.5,54.8,21,Yes,(821) 596-7424,angela.kowalski@lakefrontcovera.com,"3939 Business Park Dr, IL",,Platinum,3,2/01/2014,Regional VP B
AGT-1786,Agent,AGT-1786,Patricia Yamamoto,Central Midwest Agency,Independent,LIC-IN-210187,IN,Home,ChFC,16,10/01/1999,175,54181.76,17.8,55454.13,82.6,58.6,15,Yes,(964) 530-6688,patricia.yamamoto@centralmidwesta.com,"7929 Business Park Dr, IN",Anti-Fraud Certified,Platinum,8,12/01/2014,District Manager A
AGT-5408,Agent,AGT-5408,Thomas Callahan,Prairie State Insurance Partners,Independent,LIC-IL-991006,IL,Home,None,20,4/01/1995,130,514858.39,16.9,46008.62,94.2,47.5,21,Yes,(367) 281-5537,thomas.callahan@prairiestateins.com,"8263 Business Park Dr, IL",,Silver,5,8/01/2014,District Manager A
AGT-5966,Agent,AGT-5966,James Delgado,Central Midwest Agency,Independent,LIC-IL-424595,IL,Auto,CPCU,20,7/01/1995,31,740309.35,17.3,9651.24,90.7,70.2,50,No,(759) 290-5998,james.delgado@centralmidwesta.com,"6523 Business Park Dr, IL",Cyber Liability Cert,Silver,0,8/01/2014,District Manager A
AGT-6876,Agent,AGT-6876,James Nguyen,Heartland Insurance Services,Independent,LIC-IL-518149,IL,Life,None,1,12/01/2014,91,413630.28,10.3,6069.24,94.9,76.3,36,Yes,(734) 486-5837,james.nguyen@heartlandinsura.com,"999 Business Park Dr, IL",Anti-Fraud Certified,Gold,4,8/01/2014,Branch Director C
AGT-8911,Agent,AGT-8911,Angela Fitzgerald,Midwest Auto Insurance Agency,Broker,LIC-IL-166287,IL,Home,None,16,9/01/1999,174,113288.5,10.3,38211.99,74.5,79.9,35,Yes,(275) 695-7707,angela.fitzgerald@midwestautoinsu.com,"6158 Business Park Dr, IL",Life & Health Licensed|Anti-Fraud Certified,Gold,8,10/01/2014,District Manager A
AGT-2025,Agent,AGT-2025,Maria Morrison,Heartland Insurance Services,Independent,LIC-IN-285399,IN,All Lines,CLU,27,6/01/1988,103,431705.68,13.6,59498.62,72.5,87.4,31,No,(924) 372-4720,maria.morrison@heartlandinsura.com,"3566 Business Park Dr, IN",,Silver,1,3/01/2014,Branch Director C
AGT-2935,Agent,AGT-2935,Brian Fitzgerald,Midwest Auto Insurance Agency,Captive,LIC-OH-990759,OH,Commercial,CLU,24,5/01/1991,236,417894.4,12.0,25905.58,86.1,72.6,28,Yes,(331) 414-4935,brian.fitzgerald@midwestautoinsu.com,"7292 Business Park Dr, OH",,Silver,1,10/01/2014,Regional VP B
AGT-3255,Agent,AGT-3255,Thomas Yamamoto,Midwest Auto Insurance Agency,Broker,LIC-IL-771239,IL,All Lines,CIC,12,5/01/2003,238,478111.87,14.0,13368.29,93.4,75.6,43,Yes,(567) 923-2801,thomas.yamamoto@midwestautoinsu.com,"276 Business Park Dr, IL",Anti-Fraud Certified|Life & Health Licensed,Bronze,9,9/01/2014,Regional VP B
AGT-5825,Agent,AGT-5825,James Patel,Central Midwest Agency,Captive,LIC-IN-264207,IN,All Lines,ChFC,15,4/01/2000,240,168507.6,11.1,27171.86,75.1,57.0,7,Yes,(253) 308-4083,james.patel@centralmidwesta.com,"3298 Business Park Dr, IN",Life & Health Licensed,Gold,4,11/01/2014,District Manager A
AGT-6929,Agent,AGT-6929,Nancy Nguyen,Prairie State Insurance Partners,Broker,LIC-OH-380544,OH,All Lines,LUTCF,16,10/01/1999,141,539616.36,15.0,64727.9,74.6,52.1,31,Yes,(665) 908-6113,nancy.nguyen@prairiestateins.com,"8688 Business Park Dr, OH",Cyber Liability Cert|Commercial Lines Cert,Gold,6,11/01/2014,Branch Director C
AGT-7457,Agent,AGT-7457,Michael Nguyen,Heartland Insurance Services,Broker,LIC-IL-599770,IL,Home,None,20,4/01/1995,24,751722.64,17.4,47713.84,81.4,44.1,40,No,(805) 343-1593,michael.nguyen@heartlandinsura.com,"4226 Business Park Dr, IL",,Gold,1,11/01/2014,District Manager A
AGT-1118,Agent,AGT-1118,Robert Sullivan,Tri-State Coverage Associates,Captive,LIC-OH-243538,OH,Home,CPCU,18,3/01/1997,97,269786.77,12.7,34465.42,80.6,77.4,17,Yes,(264) 434-9978,robert.sullivan@tri-statecovera.com,"555 Business Park Dr, OH",Anti-Fraud Certified|Cyber Liability Cert,Platinum,7,1/01/2014,Regional VP B
