:ID,:LABEL,officer_id,officer_name,first_name,last_name,badge_number,rank,department,department_type,precinct,district,city,state,badge_issued_date,years_on_force,hire_date,shift,unit,cases_handled_ytd,accident_reports_ytd,arrests_ytd,commendations,disciplinary_actions,training_certifications,accident_reconstruction_certified,dui_certified,phone,email,supervisor_badge,reports_filed_this_claim,active_status
OFF-6754,PoliceOfficer,OFF-6754,Officer Robert Garcia,Robert,Garcia,6754,Senior Officer,Metropolitan Police Department,State Highway Patrol,Precinct 5,District 7,Albany,NY,1/01/2011,4,2/01/2011,Day (7AM-3PM),Traffic,331,141,74,7,0,Crisis Intervention|Evidence Collection,Yes,No,(575) 585-3307,badge.6754@nypd.gov,2279,1,Active
OFF-5003,PoliceOfficer,OFF-5003,Officer John Williams,John,Williams,5003,Senior Officer,Metropolitan Police Department,Transit,Precinct 10,District 7,Richmond,VA,2/01/1989,26,12/01/1989,Evening (3PM-11PM),Traffic,207,43,4,11,1,Evidence Collection,No,No,(809) 704-8020,badge.5003@vapd.gov,7687,1,Active
OFF-2346,PoliceOfficer,OFF-2346,Officer William White,William,White,2346,Officer,State Highway Patrol Police Department,Transit,Precinct 11,District 7,Albany,NY,4/01/1993,22,2/01/1993,Night (11PM-7AM),Detective Bureau,269,78,64,0,1,Traffic Investigation,No,Yes,(895) 931-3425,badge.2346@nypd.gov,2818,1,Active
OFF-1004,PoliceOfficer,OFF-1004,Officer Sandra Williams,Sandra,Williams,1004,Officer,Municipal Police Department,County Sheriff,Precinct 9,District 1,Columbia,SC,7/01/2007,8,8/01/2007,Evening (3PM-11PM),K9,27,41,60,8,0,DUI Enforcement,No,Yes,(243) 469-6757,badge.1004@scpd.gov,3950,1,Active
OFF-6533,PoliceOfficer,OFF-6533,Officer Robert Brown,Robert,Brown,6533,Officer,Municipal Police Department,State Highway Patrol,Precinct 11,District 1,Columbia,SC,7/01/1992,23,1/01/1992,Evening (3PM-11PM),Patrol,22,75,2,4,1,EVOC (Emergency Driving)|Accident Reconstruction,No,Yes,(521) 548-1652,badge.6533@scpd.gov,7235,1,Active
OFF-4262,PoliceOfficer,OFF-4262,Officer Patricia Taylor,Patricia,Taylor,4262,Detective,Municipal Police Department,Transit,Precinct 14,District 5,Albany,NY,12/01/2012,3,9/01/2012,Day (7AM-3PM),Special Investigations,335,74,61,9,0,EVOC (Emergency Driving),No,Yes,(475) 532-6701,badge.4262@nypd.gov,7271,1,Active
OFF-5389,PoliceOfficer,OFF-5389,Officer Michael Harris,Michael,Harris,5389,Detective,County Sheriff Police Department,Municipal,Precinct 1,District 5,Raleigh,NC,8/01/1995,20,9/01/1995,Night (11PM-7AM),Patrol,84,52,19,9,1,EVOC (Emergency Driving)|Traffic Investigation|DUI Enforcement|Crisis Intervention,No,Yes,(737) 225-4116,badge.5389@ncpd.gov,7734,1,On Leave
OFF-6314,PoliceOfficer,OFF-6314,Officer James Wilson,James,Wilson,6314,Officer,County Sheriff Police Department,County Sheriff,Precinct 18,District 8,Albany,NY,12/01/2014,1,4/01/2014,Day (7AM-3PM),Traffic,159,6,28,10,0,Traffic Investigation|DUI Enforcement|Accident Reconstruction,No,Yes,(543) 548-9290,badge.6314@nypd.gov,8809,1,Active
OFF-6704,PoliceOfficer,OFF-6704,Officer William Moore,William,Moore,6704,Detective,County Sheriff Police Department,Municipal,Precinct 5,District 3,Albany,NY,11/01/2000,15,8/01/2000,Evening (3PM-11PM),Detective Bureau,272,103,26,11,2,Traffic Investigation|Accident Reconstruction|Crisis Intervention,No,No,(990) 227-5822,badge.6704@nypd.gov,6886,1,Active
OFF-8097,PoliceOfficer,OFF-8097,Officer Maria Thompson,Maria,Thompson,8097,Officer,State Highway Patrol Police Department,County Sheriff,Precinct 7,District 4,Charleston,WV,7/01/1989,26,10/01/1989,Day (7AM-3PM),K9,367,99,71,8,0,Evidence Collection,No,No,(766) 732-8906,badge.8097@wvpd.gov,4222,1,Active
OFF-3385,PoliceOfficer,OFF-3385,Officer Sandra Harris,Sandra,Harris,3385,Sergeant,County Sheriff Police Department,Municipal,Precinct 11,District 4,Albany,NY,5/01/1987,28,10/01/1987,Evening (3PM-11PM),Special Investigations,113,8,29,9,2,Evidence Collection|DUI Enforcement|EVOC (Emergency Driving),Yes,Yes,(757) 274-6184,badge.3385@nypd.gov,2868,1,On Leave
OFF-9291,PoliceOfficer,OFF-9291,Officer James Williams,James,Williams,9291,Sergeant,State Highway Patrol Police Department,Municipal,Precinct 19,District 3,Albany,NY,3/01/1997,18,1/01/1997,Night (11PM-7AM),Detective Bureau,311,146,68,4,0,Evidence Collection,Yes,Yes,(354) 544-8544,badge.9291@nypd.gov,6409,1,Active
OFF-7769,PoliceOfficer,OFF-7769,Officer William Garcia,William,Garcia,7769,Officer,State Highway Patrol Police Department,County Sheriff,Precinct 20,District 2,Charleston,WV,2/01/1995,20,11/01/1995,Rotating,Detective Bureau,210,105,16,3,1,EVOC (Emergency Driving),No,No,(821) 407-6494,badge.7769@wvpd.gov,1735,1,Active
OFF-6489,PoliceOfficer,OFF-6489,Officer John Taylor,John,Taylor,6489,Officer,Metropolitan Police Department,Municipal,Precinct 15,District 3,Charleston,WV,8/01/1987,28,9/01/1987,Evening (3PM-11PM),K9,38,10,59,8,1,Accident Reconstruction|DUI Enforcement,Yes,Yes,(451) 847-7007,badge.6489@wvpd.gov,5438,1,Retired
OFF-6099,PoliceOfficer,OFF-6099,Officer Sandra Moore,Sandra,Moore,6099,Officer,County Sheriff Police Department,County Sheriff,Precinct 3,District 3,Albany,NY,3/01/1990,25,7/01/1990,Rotating,Detective Bureau,70,22,55,9,1,Evidence Collection|DUI Enforcement|EVOC (Emergency Driving),No,Yes,(994) 441-6724,badge.6099@nypd.gov,7564,1,On Leave
OFF-1619,PoliceOfficer,OFF-1619,Officer Linda Wilson,Linda,Wilson,1619,Senior Officer,State Highway Patrol Police Department,State Highway Patrol,Precinct 18,District 6,Richmond,VA,6/01/1993,22,4/01/1993,Evening (3PM-11PM),Patrol,351,54,18,9,0,DUI Enforcement,No,Yes,(973) 761-7026,badge.1619@vapd.gov,7294,1,Retired
OFF-5335,PoliceOfficer,OFF-5335,Officer John Brown,John,Brown,5335,Sergeant,Metropolitan Police Department,State Highway Patrol,Precinct 14,District 6,Charleston,WV,11/01/1992,23,5/01/1992,Rotating,Special Investigations,255,138,4,2,2,Crisis Intervention|Evidence Collection,No,Yes,(580) 885-5615,badge.5335@wvpd.gov,1260,1,Active
OFF-1447,PoliceOfficer,OFF-1447,Officer Maria Taylor,Maria,Taylor,1447,Sergeant,County Sheriff Police Department,County Sheriff,Precinct 8,District 6,Albany,NY,5/01/2005,10,2/01/2005,Rotating,Patrol,148,42,29,3,2,Traffic Investigation|Accident Reconstruction,No,No,(288) 493-3583,badge.1447@nypd.gov,6595,1,Retired
OFF-2182,PoliceOfficer,OFF-2182,Officer Linda Davis,Linda,Davis,2182,Detective,County Sheriff Police Department,State Highway Patrol,Precinct 10,District 6,Albany,NY,4/01/1993,22,1/01/1993,Evening (3PM-11PM),K9,243,147,23,8,1,DUI Enforcement|Accident Reconstruction|Crisis Intervention,No,Yes,(922) 269-6375,badge.2182@nypd.gov,6484,1,On Leave
OFF-7445,PoliceOfficer,OFF-7445,Officer James Garcia,James,Garcia,7445,Detective,Metropolitan Police Department,Transit,Precinct 4,District 6,Charleston,WV,2/01/2008,7,2/01/2008,Evening (3PM-11PM),Traffic,218,49,43,5,2,Crisis Intervention|DUI Enforcement,No,Yes,(365) 696-4828,badge.7445@wvpd.gov,6590,1,On Leave
OFF-7881,PoliceOfficer,OFF-7881,Officer James Williams,James,Williams,7881,Senior Officer,State Highway Patrol Police Department,State Highway Patrol,Precinct 3,District 4,Columbus,OH,3/01/1988,27,12/01/1988,Rotating,Detective Bureau,105,95,37,9,2,Crisis Intervention|EVOC (Emergency Driving)|DUI Enforcement,No,No,(499) 979-7000,badge.7881@ohpd.gov,4683,1,Active
OFF-7086,PoliceOfficer,OFF-7086,Officer Maria Anderson,Maria,Anderson,7086,Officer,Municipal Police Department,State Highway Patrol,Precinct 19,District 7,Columbia,SC,9/01/2000,15,5/01/2000,Day (7AM-3PM),Detective Bureau,377,116,6,1,1,Crisis Intervention|DUI Enforcement|EVOC (Emergency Driving),No,Yes,(990) 368-4910,badge.7086@scpd.gov,2686,1,Active
OFF-7807,PoliceOfficer,OFF-7807,Officer Karen Martinez,Karen,Martinez,7807,Officer,County Sheriff Police Department,Municipal,Precinct 11,District 7,Philadelphia,PA,9/01/1992,23,6/01/1992,Evening (3PM-11PM),Detective Bureau,377,45,20,1,0,Traffic Investigation|Accident Reconstruction|Evidence Collection,No,Yes,(355) 346-8616,badge.7807@papd.gov,9960,1,Active
OFF-2853,PoliceOfficer,OFF-2853,Officer James Williams,James,Williams,2853,Senior Officer,Metropolitan Police Department,County Sheriff,Precinct 4,District 2,Albany,NY,10/01/1995,20,12/01/1995,Rotating,Patrol,238,30,43,10,2,Accident Reconstruction|EVOC (Emergency Driving)|Traffic Investigation|Crisis Intervention,No,No,(276) 258-8357,badge.2853@nypd.gov,8200,1,Active
OFF-3682,PoliceOfficer,OFF-3682,Officer Karen Brown,Karen,Brown,3682,Officer,Municipal Police Department,State Highway Patrol,Precinct 16,District 5,Albany,NY,12/01/2009,6,9/01/2009,Evening (3PM-11PM),Detective Bureau,77,83,21,0,0,Evidence Collection|DUI Enforcement,Yes,No,(664) 311-9750,badge.3682@nypd.gov,1655,1,Active
OFF-9217,PoliceOfficer,OFF-9217,Officer Karen Garcia,Karen,Garcia,9217,Senior Officer,Municipal Police Department,State Highway Patrol,Precinct 2,District 4,Albany,NY,12/01/2012,3,5/01/2012,Day (7AM-3PM),K9,364,131,22,5,2,Accident Reconstruction|Evidence Collection|EVOC (Emergency Driving)|Crisis Intervention,Yes,Yes,(579) 313-1512,badge.9217@nypd.gov,5642,1,Active
OFF-5920,PoliceOfficer,OFF-5920,Officer William Taylor,William,Taylor,5920,Officer,Metropolitan Police Department,Municipal,Precinct 11,District 1,Columbia,SC,6/01/2005,10,1/01/2005,Day (7AM-3PM),Special Investigations,33,43,36,3,0,Accident Reconstruction,Yes,Yes,(520) 780-5129,badge.5920@scpd.gov,7219,1,Active
OFF-4871,PoliceOfficer,OFF-4871,Officer David Robinson,David,Robinson,4871,Sergeant,State Highway Patrol Police Department,Transit,Precinct 11,District 8,Charleston,WV,12/01/2008,7,12/01/2008,Rotating,Special Investigations,351,121,66,9,0,Accident Reconstruction,Yes,No,(788) 935-3250,badge.4871@wvpd.gov,6909,1,Active
OFF-7262,PoliceOfficer,OFF-7262,Officer Linda Davis,Linda,Davis,7262,Officer,State Highway Patrol Police Department,Transit,Precinct 6,District 5,Columbia,SC,7/01/2005,10,5/01/2005,Evening (3PM-11PM),K9,230,41,48,9,0,Accident Reconstruction|Crisis Intervention|EVOC (Emergency Driving),No,Yes,(330) 734-6116,badge.7262@scpd.gov,7950,1,Active
OFF-9811,PoliceOfficer,OFF-9811,Officer Linda Thomas,Linda,Thomas,9811,Lieutenant,State Highway Patrol Police Department,State Highway Patrol,Precinct 5,District 5,Albany,NY,9/01/2009,6,3/01/2009,Rotating,Patrol,236,33,56,4,1,DUI Enforcement|Crisis Intervention,No,Yes,(704) 532-7032,badge.9811@nypd.gov,6999,1,Active
OFF-3392,PoliceOfficer,OFF-3392,Officer Barbara Davis,Barbara,Davis,3392,Captain,Metropolitan Police Department,State Highway Patrol,Precinct 16,District 7,Charleston,WV,1/01/2009,6,6/01/2009,Day (7AM-3PM),Detective Bureau,160,67,24,7,0,Crisis Intervention|Traffic Investigation,Yes,Yes,(601) 945-4117,badge.3392@wvpd.gov,1207,1,Active
OFF-1270,PoliceOfficer,OFF-1270,Officer Sandra White,Sandra,White,1270,Detective,State Highway Patrol Police Department,State Highway Patrol,Precinct 14,District 4,Charleston,WV,9/01/2011,4,9/01/2011,Evening (3PM-11PM),Patrol,150,41,59,5,0,Traffic Investigation|DUI Enforcement|EVOC (Emergency Driving),Yes,Yes,(626) 633-4402,badge.1270@wvpd.gov,7198,1,On Leave
OFF-6745,PoliceOfficer,OFF-6745,Officer Karen Davis,Karen,Davis,6745,Lieutenant,County Sheriff Police Department,Transit,Precinct 20,District 4,Columbus,OH,10/01/2007,8,10/01/2007,Day (7AM-3PM),Special Investigations,368,80,28,4,1,Evidence Collection|Crisis Intervention|DUI Enforcement,No,Yes,(815) 895-7724,badge.6745@ohpd.gov,8900,1,Active
OFF-4784,PoliceOfficer,OFF-4784,Officer James Anderson,James,Anderson,4784,Detective,Metropolitan Police Department,Transit,Precinct 7,District 3,Richmond,VA,5/01/2012,3,12/01/2012,Rotating,Traffic,188,108,14,9,2,EVOC (Emergency Driving)|Traffic Investigation|Crisis Intervention|Accident Reconstruction,Yes,Yes,(683) 466-8995,badge.4784@vapd.gov,3597,1,Active
OFF-8357,PoliceOfficer,OFF-8357,Officer Maria Martin,Maria,Martin,8357,Sergeant,County Sheriff Police Department,State Highway Patrol,Precinct 11,District 6,Albany,NY,7/01/2014,1,11/01/2014,Evening (3PM-11PM),K9,287,96,2,5,1,Crisis Intervention|Traffic Investigation,No,No,(724) 248-8901,badge.8357@nypd.gov,1903,1,Active
OFF-6746,PoliceOfficer,OFF-6746,Officer John Moore,John,Moore,6746,Officer,Metropolitan Police Department,Municipal,Precinct 2,District 1,Raleigh,NC,3/01/1996,19,4/01/1996,Rotating,Detective Bureau,177,50,77,10,1,Crisis Intervention|DUI Enforcement,No,Yes,(911) 922-2093,badge.6746@ncpd.gov,7865,1,Active
OFF-1031,PoliceOfficer,OFF-1031,Officer William Thompson,William,Thompson,1031,Detective,County Sheriff Police Department,Transit,Precinct 18,District 4,Philadelphia,PA,10/01/2002,13,2/01/2002,Evening (3PM-11PM),Special Investigations,214,53,16,10,0,DUI Enforcement|EVOC (Emergency Driving)|Evidence Collection,No,No,(325) 219-7741,badge.1031@papd.gov,8501,1,Active
OFF-5270,PoliceOfficer,OFF-5270,Officer Patricia Johnson,Patricia,Johnson,5270,Senior Officer,Municipal Police Department,State Highway Patrol,Precinct 20,District 5,Columbia,SC,5/01/1991,24,10/01/1991,Evening (3PM-11PM),K9,366,35,28,1,0,DUI Enforcement|Evidence Collection|EVOC (Emergency Driving)|Traffic Investigation,Yes,No,(724) 949-1155,badge.5270@scpd.gov,8904,1,Active
OFF-1001,PoliceOfficer,OFF-1001,Officer William Miller,William,Miller,1001,Senior Officer,Municipal Police Department,County Sheriff,Precinct 12,District 5,Columbia,SC,8/01/2014,1,8/01/2014,Night (11PM-7AM),Patrol,209,31,7,12,2,Accident Reconstruction|EVOC (Emergency Driving),No,Yes,(874) 931-3381,badge.1001@scpd.gov,7038,1,Active
OFF-5677,PoliceOfficer,OFF-5677,Officer James Martinez,James,Martinez,5677,Officer,State Highway Patrol Police Department,County Sheriff,Precinct 18,District 1,Albany,NY,6/01/1989,26,1/01/1989,Day (7AM-3PM),Detective Bureau,276,148,66,4,2,Crisis Intervention|DUI Enforcement|Accident Reconstruction|Evidence Collection,Yes,No,(487) 525-9989,badge.5677@nypd.gov,9247,1,Active
OFF-8230,PoliceOfficer,OFF-8230,Officer Robert Davis,Robert,Davis,8230,Sergeant,County Sheriff Police Department,County Sheriff,Precinct 5,District 4,Columbia,SC,1/01/2009,6,2/01/2009,Rotating,Patrol,274,105,27,0,2,EVOC (Emergency Driving)|Crisis Intervention|Accident Reconstruction|Traffic Investigation,No,No,(468) 470-4033,badge.8230@scpd.gov,2277,1,Active
OFF-5653,PoliceOfficer,OFF-5653,Officer Linda Martinez,Linda,Martinez,5653,Senior Officer,County Sheriff Police Department,County Sheriff,Precinct 2,District 4,Albany,NY,10/01/1990,25,4/01/1990,Day (7AM-3PM),Traffic,286,13,75,4,0,Accident Reconstruction|Traffic Investigation|Crisis Intervention,No,Yes,(976) 903-6264,badge.5653@nypd.gov,8283,1,Active
OFF-5099,PoliceOfficer,OFF-5099,Officer William Thompson,William,Thompson,5099,Sergeant,County Sheriff Police Department,Transit,Precinct 17,District 5,Columbia,SC,7/01/2001,14,11/01/2001,Rotating,Patrol,223,46,62,6,0,EVOC (Emergency Driving)|DUI Enforcement,No,No,(855) 757-1847,badge.5099@scpd.gov,3252,1,Active
OFF-4845,PoliceOfficer,OFF-4845,Officer John Thomas,John,Thomas,4845,Captain,Municipal Police Department,Municipal,Precinct 15,District 1,Albany,NY,10/01/2009,6,2/01/2009,Night (11PM-7AM),Detective Bureau,104,33,70,2,2,DUI Enforcement,Yes,No,(350) 478-8283,badge.4845@nypd.gov,5842,1,Active
OFF-4802,PoliceOfficer,OFF-4802,Officer Sandra Brown,Sandra,Brown,4802,Officer,State Highway Patrol Police Department,Municipal,Precinct 13,District 4,Raleigh,NC,7/01/1998,17,9/01/1998,Evening (3PM-11PM),Traffic,298,123,17,5,1,DUI Enforcement|Traffic Investigation,No,No,(384) 437-5312,badge.4802@ncpd.gov,4500,1,Active
OFF-2178,PoliceOfficer,OFF-2178,Officer Maria Anderson,Maria,Anderson,2178,Officer,County Sheriff Police Department,County Sheriff,Precinct 1,District 4,Raleigh,NC,3/01/1995,20,3/01/1995,Rotating,K9,342,33,72,3,1,Evidence Collection,No,Yes,(248) 225-3795,badge.2178@ncpd.gov,7333,1,Active
OFF-8980,PoliceOfficer,OFF-8980,Officer Michael Anderson,Michael,Anderson,8980,Sergeant,County Sheriff Police Department,County Sheriff,Precinct 6,District 2,Albany,NY,9/01/1996,19,7/01/1996,Night (11PM-7AM),Patrol,56,87,54,2,2,Traffic Investigation|DUI Enforcement|EVOC (Emergency Driving)|Accident Reconstruction,No,No,(218) 597-3648,badge.8980@nypd.gov,2362,1,On Leave
OFF-1709,PoliceOfficer,OFF-1709,Officer Sandra Anderson,Sandra,Anderson,1709,Officer,State Highway Patrol Police Department,County Sheriff,Precinct 3,District 4,Columbia,SC,10/01/1990,25,10/01/1990,Evening (3PM-11PM),Detective Bureau,259,39,32,6,1,Traffic Investigation|DUI Enforcement|Accident Reconstruction|EVOC (Emergency Driving),No,Yes,(729) 524-2265,badge.1709@scpd.gov,6329,1,Active
OFF-6482,PoliceOfficer,OFF-6482,Officer James Harris,James,Harris,6482,Officer,Metropolitan Police Department,Transit,Precinct 6,District 6,Columbia,SC,3/01/1993,22,2/01/1993,Day (7AM-3PM),Traffic,327,47,75,12,2,Evidence Collection|EVOC (Emergency Driving)|DUI Enforcement|Traffic Investigation,No,No,(978) 807-5464,badge.6482@scpd.gov,9242,1,Active
OFF-4779,PoliceOfficer,OFF-4779,Officer Barbara Thomas,Barbara,Thomas,4779,Lieutenant,Metropolitan Police Department,County Sheriff,Precinct 9,District 5,Richmond,VA,12/01/2014,1,5/01/2014,Night (11PM-7AM),Patrol,343,48,34,3,2,Evidence Collection|Accident Reconstruction,Yes,Yes,(657) 869-4558,badge.4779@vapd.gov,6791,1,Active
OFF-8116,PoliceOfficer,OFF-8116,Officer William Thomas,William,Thomas,8116,Officer,Municipal Police Department,Municipal,Precinct 20,District 5,Columbia,SC,7/01/2010,5,10/01/2010,Rotating,Special Investigations,346,144,0,5,0,DUI Enforcement|Evidence Collection|EVOC (Emergency Driving)|Crisis Intervention,No,Yes,(603) 619-1668,badge.8116@scpd.gov,9904,1,Retired
OFF-1853,PoliceOfficer,OFF-1853,Officer Patricia Harris,Patricia,Harris,1853,Senior Officer,Municipal Police Department,County Sheriff,Precinct 16,District 8,Richmond,VA,10/01/2009,6,3/01/2009,Rotating,Detective Bureau,193,47,45,3,1,Crisis Intervention,No,Yes,(364) 295-9309,badge.1853@vapd.gov,6116,1,Active
OFF-5545,PoliceOfficer,OFF-5545,Officer Barbara Brown,Barbara,Brown,5545,Sergeant,Municipal Police Department,County Sheriff,Precinct 17,District 3,Charleston,WV,2/01/1994,21,6/01/1994,Night (11PM-7AM),Patrol,32,122,32,4,2,Traffic Investigation|DUI Enforcement|Accident Reconstruction,Yes,No,(433) 879-2275,badge.5545@wvpd.gov,8184,1,Active
OFF-3934,PoliceOfficer,OFF-3934,Officer John Thomas,John,Thomas,3934,Officer,State Highway Patrol Police Department,Municipal,Precinct 14,District 8,Philadelphia,PA,8/01/2010,5,12/01/2010,Day (7AM-3PM),K9,343,115,14,11,1,Traffic Investigation,No,Yes,(549) 629-2908,badge.3934@papd.gov,9656,1,Active
OFF-4998,PoliceOfficer,OFF-4998,Officer Linda Harris,Linda,Harris,4998,Sergeant,State Highway Patrol Police Department,County Sheriff,Precinct 1,District 6,Columbia,SC,3/01/2014,1,8/01/2014,Rotating,Special Investigations,277,49,23,10,0,EVOC (Emergency Driving)|Traffic Investigation,Yes,Yes,(885) 204-6633,badge.4998@scpd.gov,4419,1,Active
OFF-7518,PoliceOfficer,OFF-7518,Officer David Taylor,David,Taylor,7518,Sergeant,County Sheriff Police Department,County Sheriff,Precinct 1,District 4,Richmond,VA,10/01/1993,22,10/01/1993,Evening (3PM-11PM),Patrol,94,87,31,12,1,DUI Enforcement,No,Yes,(993) 479-9497,badge.7518@vapd.gov,1997,1,Active
OFF-4082,PoliceOfficer,OFF-4082,Officer Patricia Williams,Patricia,Williams,4082,Senior Officer,State Highway Patrol Police Department,County Sheriff,Precinct 16,District 2,Philadelphia,PA,2/01/1995,20,4/01/1995,Night (11PM-7AM),Traffic,324,142,23,3,2,Accident Reconstruction|Evidence Collection|Traffic Investigation|Crisis Intervention,Yes,Yes,(208) 366-5129,badge.4082@papd.gov,7801,1,Active
OFF-1677,PoliceOfficer,OFF-1677,Officer William Martin,William,Martin,1677,Senior Officer,Municipal Police Department,State Highway Patrol,Precinct 15,District 4,Charleston,WV,12/01/2002,13,7/01/2002,Day (7AM-3PM),K9,308,23,5,3,2,Evidence Collection|DUI Enforcement,No,Yes,(343) 997-2095,badge.1677@wvpd.gov,6142,1,On Leave
OFF-9207,PoliceOfficer,OFF-9207,Officer John Miller,John,Miller,9207,Officer,County Sheriff Police Department,Transit,Precinct 3,District 7,Albany,NY,2/01/2004,11,1/01/2004,Night (11PM-7AM),K9,121,5,7,3,0,EVOC (Emergency Driving)|Traffic Investigation,No,Yes,(791) 547-5549,badge.9207@nypd.gov,7319,1,Active
OFF-9798,PoliceOfficer,OFF-9798,Officer Karen White,Karen,White,9798,Detective,State Highway Patrol Police Department,Municipal,Precinct 18,District 7,Raleigh,NC,6/01/2013,2,1/01/2013,Night (11PM-7AM),Special Investigations,270,88,34,6,0,Crisis Intervention|Traffic Investigation|EVOC (Emergency Driving)|Evidence Collection,No,No,(255) 907-9202,badge.9798@ncpd.gov,4539,1,Active
OFF-4685,PoliceOfficer,OFF-4685,Officer Robert Williams,Robert,Williams,4685,Officer,Metropolitan Police Department,State Highway Patrol,Precinct 10,District 4,Albany,NY,3/01/2012,3,3/01/2012,Day (7AM-3PM),Patrol,116,130,24,4,0,Accident Reconstruction|DUI Enforcement|Traffic Investigation,No,Yes,(645) 631-6298,badge.4685@nypd.gov,6774,1,Active
